java.lang.Float,java.util.concurrent.CopyOnWriteArrayList<java.lang.Float>,java.util.ArrayList.set(int | java.lang.Object),ReassignmentsDepth_1,ReassignmentsDepth_2,java.util.Vector<java.lang.Integer>,ReassignmentsDepth_0,java.lang.Integer,java.util.LinkedList<java.lang.Character>,BinaryOperatorsDepth_1,BinaryOperatorsDepth_0,java.lang.Character,java.lang.Long,java.util.Stack<java.lang.Integer>,java.util.concurrent.CopyOnWriteArrayList<java.lang.Long>,java.util.Stack.get(int),LTDepth_1,LTDepth_0,java.util.LinkedList.get(int),BinaryOperatorsDepth_2,CyclomaticComplexity,java.util.Vector.set(int | java.lang.Object),java.util.Vector<java.lang.Float>,java.util.concurrent.CopyOnWriteArrayList<java.lang.Integer>,java.util.Stack.set(int | java.lang.Object),LiteralCountDepth_2,LiteralCountDepth_1,LiteralCountDepth_0,java.util.LinkedList<java.lang.Double>,ReturnType_void,ImportsUsed,java.util.concurrent.CopyOnWriteArrayList.get(int),java.util.LinkedList.set(int | java.lang.Object),java.util.LinkedList<java.lang.Float>,java.util.ArrayList.size(),java.util.Vector<java.lang.Long>,java.util.Stack<java.lang.Character>,GTDepth_2,java.util.ArrayList<java.lang.Character>,GTDepth_1,java.util.LinkedList.size(),GTDepth_0,VariableDeclarationsDepth_0,java.util.ArrayList.get(int),VariableCountDepth_0,NOTDepth_1,MethodInvocationsDepth_2,NOTDepth_0,VariableCountDepth_1,VariableDeclarationsDepth_2,VariableDeclarationsDepth_1,VariableCountDepth_2,java.util.concurrent.CopyOnWriteArrayList.size(),java.util.ArrayList<java.lang.Float>,java.lang.Double,MethodInvocationsDepth_1,MethodInvocationsDepth_0,java.util.LinkedList<java.lang.Integer>,POSTINCDepth_0,POSTINCDepth_1,java.util.ArrayList<java.lang.Double>,java.util.Stack<java.lang.Double>,java.util.Stack<java.lang.Long>,java.util.Vector<java.lang.Character>,BranchCount,java.util.concurrent.CopyOnWriteArrayList<java.lang.Character>,java.util.concurrent.CopyOnWriteArrayList.set(int | java.lang.Object),PLUSDepth_1,PLUSDepth_0,PLUSDepth_2,LoopCount,ThreadUsage,java.util.ArrayList<java.lang.Integer>,java.util.Stack<java.lang.Float>,MINUSDepth_0,java.util.Vector.size(),MINUSDepth_1,int,AssignmentsDepth_2,java.util.Stack.size(),AssignmentsDepth_1,AssignmentsDepth_0,boolean,java.util.concurrent.CopyOnWriteArrayList<java.lang.Double>,java.util.LinkedList<java.lang.Long>,java.util.ArrayList<java.lang.Long>,java.util.Vector<java.lang.Double>,java.util.Vector.get(int),Input1,Input2,EnergyUsed,Filename
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,26972,386,101.09447386929693,BubbleSortVector884
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,2743,8160,0.8813308618976028,BubbleSortStack573
0,0,2,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,1,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,2743,646,0.19294800876521653,BubbleSortArrayList167
0,0,2,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,1,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,1988,17224,0.14081977034475524,BubbleSortArrayList95
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,2743,9693,0.8506940974496988,BubbleSortStack367
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,2743,9693,1.0834791032463247,BubbleSortVector712
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,19,37151,2.6138255587558048E-5,BubbleSortStack462
0,0,2,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,1080,646,0.07774930169971438,BubbleSortArrayList732
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,21114,386,59.78999057035204,BubbleSortVector708
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,1,4,302,7595,0.013647201264865723,BubbleSortVector297
0,0,0,1,1,1,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,417,7595,0.02551991686894082,BubbleSortVector79
0,0,0,1,1,0,0,1,0,3,2,0,0,1,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,19,29876,3.577021361496616E-5,BubbleSortStack178
0,0,2,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,1,0,0,302,30,0.0,BubbleSortArrayList988
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,1,4,302,29876,0.013319735058158002,BubbleSortVector264
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,139,7132,0.0021700471340253408,BubbleSortStack626
0,0,2,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,1,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,302,37151,0.004640360140327011,BubbleSortArrayList37
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,19,30,0.0,BubbleSortStack206
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,417,29876,0.022456995535124747,BubbleSortStack715
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,1,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,15776,948,35.52452580561094,BubbleSortVector460
0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,4798,7132,0.7146391311736576,BubbleSortArrayList235
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,26972,30,97.99591151355706,BubbleSortVector709
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,26972,100,96.92114463175355,BubbleSortVector723
1,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,48211,30,244.33561803030753,BubbleSortArrayList455
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,1,4,19,29876,4.0896871134838096E-5,BubbleSortVector269
0,0,2,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,302,9693,0.0068184811252708566,BubbleSortArrayList692
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,1,2,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,139,948,0.025526165650777047,BubbleSortCopyOnWriteArrayList611
0,0,0,1,1,0,0,0,1,3,2,1,0,0,0,0,1,1,4,4,5,0,0,0,0,4,3,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,2743,30,87.96779612495925,BubbleSortLinkedList716
0,0,2,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,15776,646,18.949620000001232,BubbleSortArrayList709
0,0,0,1,1,0,0,0,0,3,2,0,1,0,1,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,417,8,0.788270233352246,BubbleSortCopyOnWriteArrayList843
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,1988,17224,0.487400559856536,BubbleSortStack479
1,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,24,7132,0.0,BubbleSortArrayList589
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,302,9693,0.01324487276190378,BubbleSortVector984
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,33047,30,135.01803681344066,BubbleSortStack400
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,1,4,12012,8,19.936558046667695,BubbleSortVector347
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,139,100,0.0020526788679236,BubbleSortStack540
0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,24,386,0.0,BubbleSortArrayList345
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,139,8160,0.00229219920891472,BubbleSortStack415
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,139,17224,0.002215499143944184,BubbleSortStack402
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,1,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,1080,646,0.16584849713709138,BubbleSortVector483
0,0,0,1,1,0,0,1,0,3,2,0,0,1,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,4798,8,2.3992789989121914,BubbleSortStack91
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,1080,7595,0.16953825885548143,BubbleSortVector937
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,1,2,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,1988,30,36.743206207962764,BubbleSortCopyOnWriteArrayList624
0,0,0,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,1,0,4,3,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,302,948,0.2493326900498767,BubbleSortCopyOnWriteArrayList92
0,0,0,1,1,0,0,1,0,3,2,0,0,1,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,12012,386,16.620665852193998,BubbleSortStack79
0,0,0,1,1,1,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,417,8160,0.02603034243537003,BubbleSortVector12
0,0,2,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,1,0,0,24,646,0.0,BubbleSortArrayList980
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,417,8160,0.021909912587742587,BubbleSortVector659
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,19,37151,3.192190677205109E-5,BubbleSortStack841
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,1080,29876,0.1475964471837422,BubbleSortStack355
0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,24,8160,0.0,BubbleSortArrayList304
0,0,0,1,1,0,0,0,0,3,2,0,1,0,1,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,4,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,1080,948,7.4722449307555285,BubbleSortCopyOnWriteArrayList964
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,302,948,0.012146186231977467,BubbleSortStack876
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,1988,386,0.47457498912800355,BubbleSortStack613
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,2,1,0,0,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,1988,9693,0.5552056681381258,BubbleSortVector449
0,0,2,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,1,0,0,19,7132,0.0,BubbleSortArrayList823
1,0,2,1,1,0,0,0,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,12012,646,9.234651599206288,BubbleSortArrayList593
1,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,1,1,0,2,3,1,1,1,0,1,0,0,0,0,0,302,948,0.011831306272180294,BubbleSortStack428
0,0,2,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,0,4,5,0,0,0,0,4,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,4,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,1,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,24,17224,2.2659175357852125E-5,BubbleSortArrayList39
0,0,0,1,1,0,0,1,0,3,2,0,0,0,0,0,1,1,4,4,5,0,0,0,0,4,3,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,0,1,0,1,0,0,0,0,0,24,386,0.0,BubbleSortLinkedList182
0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,21114,8,53.16081572602313,BubbleSortStack596
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,1080,9693,0.17694563936466545,BubbleSortStack986
0,0,0,1,1,0,0,0,0,3,2,0,1,0,0,0,1,1,0,4,5,2,0,0,0,4,3,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,1,2,3,1,0,1,0,1,0,0,0,0,4,417,646,0.0222204492090105,BubbleSortVector895
0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,4,1,1,0,4,5,0,0,0,2,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,6,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,3,1,1,1,0,1,0,0,0,0,0,1988,8160,0.4928219696439844,BubbleSortStack386
